1,113
2,113
3,112
4,112
5,112
6,51
7,112
8,51
9,50
10,51
11,115
12,51
13,51
14,91
15,51
16,51
17,50
18,51
19,108
20,107
21,108
22,51
23,51
24,110
25,113
26,112
27,112
28,111
29,111
30,51
31,51
32,51
33,50
34,108
35,51
36,51
37,51
38,111
39,111
40,51
41,51
42,51
43,51
44,51
45,51
46,112
47,107
48,103
49,98
50,101
51,115
52,114
53,115
54,114
55,51
56,115
57,115
58,50
59,51
60,114
61,100
62,33
63,100
64,51
65,100
66,111
67,49
68,108
69,51
70,115
71,51
72,115
73,49
74,105
75,51
76,51
77,111
78,103
79,115
80,111
81,84
82,51
83,115
84,112
85,51
86,115
87,112
88,109
89,46
90,50
91,115
92,115
93,49
94,108
95,115
96,49
97,50
98,109
99,40
100,102
101,49
102,50
103,49
104,108
105,114
106,51
107,115
108,112
109,113
110,50
111,51
112,114
113,50
114,50
115,51
116,51
117,51
118,115
119,51
120,51
121,49
122,46
123,43
124,49
125,114
126,47
127,50
128,111
129,115
130,51
131,51
132,49
133,51
134,49
135,50
136,114
137,51
138,50
139,104
140,45
141,50
142,115
143,51
144,103
145,51
146,51
147,114
148,113
149,49
150,115
151,51
152,41
153,51
154,51
155,43
156,50
157,51
158,51
159,51
160,115
161,49
162,113
163,48
164,51
165,51
166,51
167,51
168,110
169,113
170,115
171,102
172,114
173,51
174,112
175,51
176,51
177,45
178,50
179,99
180,113
181,51
182,114
183,51
184,50
185,113
186,113
187,49
188,51
189,109
190,104
191,51
192,111
193,115
194,51
195,51
196,115
197,49
198,50
199,102
200,113
201,114
202,100
203,51
204,51
205,82
206,51
207,103
208,109
209,51
210,50
211,111
212,50
213,48
214,50
215,115
216,48
217,111
218,104
219,51
220,51
221,49
222,51
223,115
224,103
225,114
226,113
227,107
228,51
229,51
230,102
231,107
232,51
233,113
234,50
235,114
236,111
237,49
238,48
239,109
240,110
241,111
242,50
243,49
244,99
245,114
246,111
247,51
248,115
249,115
250,95
251,99
252,114
253,100
254,95
255,112
256,82
257,48
258,105
259,111
260,112
261,113
262,111
263,108
264,51
265,50
266,51
267,108
268,104
269,45
270,42
271,51
272,114
273,51
274,51
275,42
276,50
277,51
278,51
279,51
280,51
281,114
282,115
283,49
284,48
285,50
286,111
287,51
288,51
289,51
290,110
291,103
292,48
293,115
294,97
295,110
296,51
297,115
298,51
299,51
300,115
301,50
302,51
303,50
304,51
305,113
306,51
307,51
308,51
309,51
310,50
311,51
312,51
313,51
314,100
315,112
316,50
317,51
318,114
319,113
320,104
321,51
322,51
323,51
324,109
325,51
326,51
327,51
328,51
329,111
330,51
331,113
332,51
333,50
334,115
335,37
336,39
337,51
338,107
339,49
340,50
341,50
342,84
343,49
344,48
345,115
346,115
347,113
348,109
349,51
350,80
351,75
352,46
353,112
354,107
355,105
356,83
357,98
358,51
359,114
360,112
361,105
362,46
363,115
364,51
365,49
366,105
367,88
368,115
369,51
370,115
371,51
372,108
373,50
374,113
375,109
376,115
377,110
378,110
379,51
380,49
381,112
382,114
383,51
384,109
385,51
386,113
387,51
388,114
389,51
390,51
391,51
392,115
393,110
394,51
395,104
396,50
397,51
398,108
399,105
400,47
401,47
402,50
403,50
404,108
405,115
406,38
407,49
408,51
409,51
410,50
411,105
412,50
413,112
414,51
415,110
416,115
417,49
418,51
419,48
420,51
421,51
422,51
423,112
424,51
425,51
426,107
427,115
428,93
429,86
430,113
431,115
432,51
433,51
434,112
435,109
436,51
437,108
438,51
439,51
440,51
441,51
442,112
443,48
444,49
445,50
446,51
447,115
448,114
449,51
450,113
451,51
452,51
453,51
454,50
455,112
456,101
457,51
458,106
459,115
460,51
461,107
462,62
463,50
464,51
465,51
466,50
467,109
468,90
469,98
470,45
471,48
472,50
473,51
474,46
475,115
476,105
477,98
478,112
479,112
480,93
481,51
482,51
483,36
484,50
485,51
486,51
487,51
488,109
489,47
490,109
491,102
492,112
493,50
494,114
495,113
496,112
497,112
498,50
499,45
500,48
501,51
502,51
503,114
504,51
505,51
506,112
507,51
508,107
509,51
510,51
511,51
512,115
513,51
514,69
515,51
516,106
517,50
518,47
519,107
520,105
521,109
522,51
523,49
524,47
525,112
526,100
527,51
528,104
529,51
530,51
531,49
532,48
533,51
534,47
535,51
536,95
537,103
538,115
539,49
540,51
541,114
542,50
543,51
544,113
545,112
546,50
547,115
548,115
549,45
550,51
551,114
552,51
553,114
554,51
555,51
556,98
557,110
558,107
559,113
560,112
561,111
562,51
563,51
564,115
565,47
566,101
567,100
568,51
569,49
570,49
571,115
572,112
573,102
574,101
575,102
576,51
577,51
578,114
579,94
580,114
581,115
582,51
583,51
584,51
585,51
586,101
587,51
588,50
589,50
590,51
591,114
592,50
593,111
594,50
595,86
596,48
597,115
598,51
599,51
600,51
601,50
602,115
603,49
604,51
605,51
606,51
607,49
608,51
609,51
610,114
611,51
612,51
613,51
614,50
615,113
616,50
617,110
618,114
619,114
620,112
621,51
622,113
623,111
624,51
625,46
626,47
627,51
628,41
629,113
630,114
631,51
632,109
633,115
634,79
635,114
636,113
637,115
638,115
639,51
640,51
641,48
642,51
643,51
644,42
645,114
646,50
647,50
648,99
649,50
650,96
651,51
652,51
653,49
654,45
655,40
656,112
657,51
658,51
659,51
660,50
661,51
662,49
663,50
664,50
665,50
666,111
667,114
668,51
669,51
670,51
671,51
672,113
673,48
674,43
675,51
676,51
677,114
678,50
679,50
680,51
681,51
682,50
683,51
684,111
685,51
686,115
687,115
688,51
689,49
690,51
691,115
692,114
693,113
694,110
695,111
696,110
697,93
698,84
699,89
700,88
701,50
702,50
703,114
704,50
705,115
706,51
707,50
708,51
709,48
710,51
711,114
712,102
713,107
714,104
715,99
716,113
717,50
718,50
719,38
720,95
721,51
722,51
723,49
724,51
725,107
726,51
727,51
728,114
729,113
730,102
731,51
732,51
733,115
734,51
735,113
736,111
737,81
738,80
739,81
740,51
741,111
742,51
743,51
744,114
745,115
746,108
747,112
748,49
749,50
750,51
751,50
752,112
753,51
754,47
755,40
756,43
757,112
758,110
759,63
760,112
761,99
762,97
763,48
764,50
765,107
766,112
767,50
768,114
769,112
770,51
771,112
772,49
773,51
774,48
775,115
776,50
777,110
778,108
779,112
780,115
781,115
782,115
783,51
784,115
785,51
786,51
787,51
788,115
789,114
790,89
791,59
792,51
793,114
794,113
795,113
796,114
797,50
798,51
799,114
800,51
801,51
802,51
803,115
804,50
805,50
806,51
807,113
808,115
809,113
810,114
811,115
812,51
813,51
814,115
815,48
816,114
817,51
818,99
819,114
820,51
821,50
822,51
823,51
824,51
825,47
826,51
827,51
828,51
829,50
830,115
831,51
832,51
833,51
834,114
835,108
836,50
837,47
838,49
839,72
840,51
841,114
842,113
843,51
844,51
845,51
846,51
847,113
848,50
849,101
850,102
851,115
852,50
853,51
854,113
855,51
856,51
857,51
858,114
859,51
860,51
861,50
862,108
863,44
864,107
865,112
866,51
867,51
868,112
869,112
870,111
871,112
872,112
873,115
874,106
875,51
876,96
877,51
878,70
879,93
880,99
881,50
882,114
883,113
884,51
885,51
886,51
887,113
888,94
889,115
890,110
891,114
892,113
893,51
894,50
895,51
896,49
897,51
898,51
899,46
900,37
901,114
902,115
903,48
904,51
905,98
906,50
907,114
908,97
909,100
910,115
911,47
912,109
913,50
914,51
915,100
916,51
917,111
918,51
919,114
920,51
921,79
922,68
923,51
924,51
925,48
926,107
927,112
928,50
929,115
930,47
931,115
932,50
933,51
934,51
935,51
936,114
937,97
938,100
939,49
940,115
941,115
942,51
943,109
944,110
945,113
946,49
947,50
948,114
949,114
950,51
951,51
952,51
953,51
954,51
955,50
956,51
957,96
958,103
959,84
960,51
961,50
962,51
963,42
964,49
965,114
966,51
967,51
968,115
969,102
970,51
971,51
972,115
973,114
974,105
975,50
976,49
977,50
978,51
979,112
980,50
981,114
982,110
983,51
984,112
985,113
986,49
987,51
988,96
989,51
990,114
991,114
992,51
993,51
994,113
995,51
996,51
997,51
998,51
999,51
1000,97
1001,51
1002,111
1003,51
1004,47
1005,50
1006,115
1007,115
1008,115
1009,50
1010,113
1011,114
1012,49
1013,115
1014,114
1015,114
1016,50
1017,112
1018,107
1019,114
1020,50
1021,50
1022,51
1023,51
1024,115
1025,111
1026,51
1027,50
1028,51
1029,112
1030,51
1031,115
1032,51
1033,46
1034,50
1035,51
1036,115
1037,51
1038,50
1039,43
1040,46
1041,51
1042,49
1043,50
1044,51
1045,51
1046,115
1047,49
1048,115
1049,115
1050,112
1051,115
1052,114
1053,51
1054,51
1055,51
1056,51
1057,75
1058,76
1059,97
1060,51
1061,55
1062,45
1063,97
1064,64
1065,51
1066,47
1067,41
1068,49
1069,49
1070,50
1071,51
1072,101
1073,51
1074,51
1075,114
1076,113
1077,88
1078,45
1079,51
1080,51
1081,51
1082,51
1083,51
1084,110
1085,115
1086,50
1087,50
1088,49
1089,114
1090,103
1091,51
1092,105
1093,51
1094,49
1095,51
1096,96
1097,113
1098,106
1099,51
1100,48
1101,112
1102,113
1103,50
1104,106
1105,50
1106,115
1107,51
1108,48
1109,48
1110,115
1111,50
1112,46
1113,50
1114,51
1115,49
1116,47
1117,51
1118,49
1119,115
1120,115
1121,97
1122,114
1123,51
1124,102
1125,51
1126,105
1127,112
1128,107
1129,49
1130,115
1131,51
1132,94
1133,78
1134,45
1135,49
1136,111
1137,108
1138,49
1139,51
1140,51
1141,51
1142,51
1143,50
1144,108
1145,46
1146,51
1147,51
1148,51
1149,51
1150,51
1151,115
1152,115
1153,113
1154,115
1155,46
1156,49
1157,51
1158,51
1159,110
1160,110
1161,51
1162,51
1163,51
1164,114
1165,51
1166,99
1167,49
1168,51
1169,106
1170,51
1171,48
1172,51
1173,51
1174,47
1175,42
1176,42
1177,50
1178,46
1179,51
1180,95
1181,49
1182,49
1183,51
1184,112
1185,106
1186,74
1187,115
1188,45
1189,51
1190,115
1191,92
1192,50
1193,51
1194,51
1195,112
1196,51
1197,50
1198,51
1199,115
1200,50
1201,115
1202,51
1203,51
1204,49
1205,114
1206,51
1207,114
1208,109
1209,115
1210,111
1211,115
1212,51
1213,114
1214,112
1215,114
1216,114
1217,114
1218,49
1219,50
1220,51
1221,91
1222,51
1223,51
1224,51
1225,51
1226,51
1227,51
1228,114
1229,51
1230,104
1231,51
1232,50
1233,50
1234,104
1235,112
1236,115
1237,50
1238,110
1239,51
1240,51
1241,114
1242,113
1243,87
1244,57
1245,51
1246,86
1247,111
1248,51
1249,115
1250,51
1251,51
1252,96
1253,49
1254,45
1255,108
1256,106
1257,115
1258,51
1259,115
1260,113
1261,50
1262,50
1263,51
1264,50
1265,49
1266,51
1267,50
1268,111
1269,49
1270,51
1271,105
1272,51
1273,115
1274,115
1275,49
1276,51
1277,51
1278,48
1279,49
1280,49
1281,47
1282,111
1283,107
1284,111
1285,51
1286,47
1287,37
1288,51
1289,51
1290,101
1291,51
1292,47
1293,48
1294,51
1295,51
1296,50
1297,115
1298,49
1299,50
1300,51
1301,113
1302,113
1303,51
1304,51
1305,115
1306,51
1307,111
1308,103
1309,106
1310,51
1311,105
1312,51
1313,51
1314,51
1315,110
1316,48
1317,50
1318,51
1319,51
1320,45
1321,49
1322,51
1323,51
1324,51
1325,51
1326,51
1327,48
1328,50
1329,50
1330,51
1331,115
1332,115
1333,51
1334,49
1335,51
1336,50
1337,115
1338,38
1339,51
1340,107
1341,108
1342,51
1343,51
1344,51
1345,51
1346,50
1347,46
1348,51
1349,48
1350,44
1351,47
1352,94
1353,51
1354,113
1355,51
1356,108
1357,112
1358,108
1359,103
1360,43
1361,51
1362,114
1363,50
1364,51
1365,98
1366,100
1367,112
1368,106
1369,51
1370,112
1371,51
1372,50
1373,51
1374,51
1375,51
1376,110
1377,51
1378,51
1379,113
1380,51
1381,51
1382,51
1383,50
1384,51
1385,50
1386,115
1387,108
1388,61
1389,51
1390,51
1391,114
1392,114
1393,115
1394,47
1395,108
1396,51
1397,109
1398,105
1399,111
1400,112
1401,112
1402,107
1403,51
1404,51
1405,51
1406,50
1407,51
1408,51
1409,51
1410,51
1411,51
1412,51
1413,108
1414,114
1415,50
1416,51
1417,92
1418,51
1419,51
1420,51
1421,50
1422,115
1423,38
1424,51
1425,51
1426,114
1427,107
1428,51
1429,113
1430,115
1431,50
1432,96
1433,99
1434,51
1435,115
1436,51
1437,51
1438,51
1439,49
1440,110
1441,51
1442,112
1443,114
1444,51
1445,51
1446,51
1447,51
1448,112
1449,110
1450,51
1451,114
1452,112
1453,50
1454,47
1455,51
1456,51
1457,51
1458,110
1459,114
1460,51
1461,51
1462,105
1463,108
1464,114
1465,115
1466,93
1467,110
1468,50
1469,108
1470,110
1471,111
1472,112
1473,51
1474,51
1475,51
1476,51
1477,115
1478,115
1479,91
1480,50
1481,51
1482,114
1483,51
1484,103
1485,51
1486,51
1487,51
1488,110
1489,113
1490,50
1491,51
1492,48
1493,109
1494,111
1495,100
1496,110
1497,51
1498,51
1499,111
1500,114
1501,114
1502,112
1503,51
1504,47
1505,115
1506,50
1507,51
1508,51
1509,50
1510,51
1511,51
1512,113
1513,112
1514,115
1515,95
1516,81
